ZIP,COUNTYNAME,STATE,STCOUNTYFP,CLASSFP,CITY_NAME,
72376,Crittenden County,AR,5035,H1,PROCTOR,
72348,Crittenden County,AR,5035,H1,HUGHES,
72386,Crittenden County,AR,5035,H1,TYRONZA,
72331,Cross County,AR,5037,H1,EARLE,
72326,Cross County,AR,5037,H1,COLT,
72373,Cross County,AR,5037,H1,PARKIN,
72347,Cross County,AR,5037,H1,HICKORY RIDGE,
72101,Cross County,AR,5037,H1,MC CRORY,
72324,Cross County,AR,5037,H1,CHERRY VALLEY,
72396,Cross County,AR,5037,H1,WYNNE,
72346,Cross County,AR,5037,H1,HETH,
72387,Cross County,AR,5037,H1,VANNDALE,
71725,Dallas County,AR,5039,H1,CARTHAGE,
71923,Dallas County,AR,5039,H1,ARKADELPHIA,
71742,Dallas County,AR,5039,H1,FORDYCE,
71748,Dallas County,AR,5039,H1,IVAN,
72084,Dallas County,AR,5039,H1,LEOLA,
71652,Dallas County,AR,5039,H1,KINGSLAND,
71763,Dallas County,AR,5039,H1,SPARKMAN,
71720,Dallas County,AR,5039,H1,BEARDEN,
71670,Desha County,AR,5041,H1,TILLAR,
71643,Desha County,AR,5041,H1,GOULD,
71654,Desha County,AR,5041,H1,MC GEHEE,
71638,Desha County,AR,5041,H1,DERMOTT,
71630,Desha County,AR,5041,H1,ARKANSAS CITY,
71639,Desha County,AR,5041,H1,DUMAS,
71662,Desha County,AR,5041,H1,PICKENS,
71674,Desha County,AR,5041,H1,WATSON,
72379,Desha County,AR,5041,H1,SNOW LAKE,
71655,Drew County,AR,5043,H1,MONTICELLO,
71638,Drew County,AR,5043,H1,DERMOTT,
71670,Drew County,AR,5043,H1,TILLAR,
71642,Drew County,AR,5043,H1,FOUNTAIN HILL,
71646,Drew County,AR,5043,H1,HAMBURG,
71675,Drew County,AR,5043,H1,WILMAR,
71677,Drew County,AR,5043,H1,WINCHESTER,
71658,Drew County,AR,5043,H1,MONTROSE,
72047,Faulkner County,AR,5045,H1,ENOLA,
72111,Faulkner County,AR,5045,H1,MOUNT VERNON,
72076,Faulkner County,AR,5045,H1,JACKSONVILLE,
72181,Faulkner County,AR,5045,H1,WOOSTER,
72061,Faulkner County,AR,5045,H1,GUY,
72032,Faulkner County,AR,5045,H1,CONWAY,
72034,Faulkner County,AR,5045,H1,CONWAY,
72058,Faulkner County,AR,5045,H1,GREENBRIER,
72131,Faulkner County,AR,5045,H1,QUITMAN,
72173,Faulkner County,AR,5045,H1,VILONIA,
72016,Faulkner County,AR,5045,H1,CONWAY,
72035,Faulkner County,AR,5045,H1,#N/A,
72033,Faulkner County,AR,5045,H1,CONWAY,
72120,Faulkner County,AR,5045,H1,SHERWOOD,
72039,Faulkner County,AR,5045,H1,DAMASCUS,
72106,Faulkner County,AR,5045,H1,MAYFLOWER,
72023,Faulkner County,AR,5045,H1,CABOT,
72820,Franklin County,AR,5047,H1,ALIX,
72721,Franklin County,AR,5047,H1,COMBS,
72855,Franklin County,AR,5047,H1,PARIS,
72930,Franklin County,AR,5047,H1,CECIL,
72947,Franklin County,AR,5047,H1,MULBERRY,
72933,Franklin County,AR,5047,H1,CHARLESTON,
72946,Franklin County,AR,5047,H1,MOUNTAINBURG,
72949,Franklin County,AR,5047,H1,OZARK,
72928,Franklin County,AR,5047,H1,BRANCH,
72821,Franklin County,AR,5047,H1,ALTUS,
72951,Franklin County,AR,5047,H1,RATCLIFF,
72959,Franklin County,AR,5047,H1,WINSLOW,
72538,Fulton County,AR,5049,H1,GEPP,
72542,Fulton County,AR,5049,H1,HARDY,
72531,Fulton County,AR,5049,H1,ELIZABETH,
72554,Fulton County,AR,5049,H1,MAMMOTH SPRING,
72520,Fulton County,AR,5049,H1,CAMP,
72515,Fulton County,AR,5049,H1,SALEM,
72529,Fulton County,AR,5049,H1,HARDY,
72578,Fulton County,AR,5049,H1,STURKIE,
72513,Fulton County,AR,5049,H1,ASH FLAT,
72576,Fulton County,AR,5049,H1,SALEM,
72512,Fulton County,AR,5049,H1,FRANKLIN,
72528,Fulton County,AR,5049,H1,DOLPH,
72583,Fulton County,AR,5049,H1,VIOLA,
72539,Fulton County,AR,5049,H1,GLENCOE,
72566,Fulton County,AR,5049,H1,CALICO ROCK,
71964,Garland County,AR,5051,H1,PEARCY,
71902,Garland County,AR,5051,H1,HOT SPRINGS NATIONAL PARK,
71910,Garland County,AR,5051,H1,HOT SPRINGS VILLAGE,
71956,Garland County,AR,5051,H1,MOUNTAIN PINE,
72941,Garland County,AR,5051,H1,LAVACA,
72104,Garland County,AR,5051,H1,MALVERN,
71901,Garland County,AR,5051,H1,HOT SPRINGS NATIONAL PARK,
72087,Garland County,AR,5051,H1,LONSDALE,
71909,Garland County,AR,5051,H1,HOT SPRINGS VILLAGE,
71914,Garland County,AR,5051,H1,HOT SPRINGS NATIONAL PARK,
71968,Garland County,AR,5051,H1,ROYAL,
71949,Garland County,AR,5051,H1,JESSIEVILLE,
71933,Garland County,AR,5051,H1,BONNERDALE,
71913,Garland County,AR,5051,H1,HOT SPRINGS NATIONAL PARK,
71903,Garland County,AR,5051,H1,HOT SPRINGS NATIONAL PARK,
72065,Grant County,AR,5053,H1,HENSLEY,
72150,Grant County,AR,5053,H1,SHERIDAN,
72084,Grant County,AR,5053,H1,LEOLA,
72129,Grant County,AR,5053,H1,PRATTSVILLE,
72057,Grant County,AR,5053,H1,GRAPEVINE,
72011,Grant County,AR,5053,H1,BAUXITE,
72015,Grant County,AR,5053,H1,BENTON,
71602,Grant County,AR,5053,H1,WHITE HALL,
72167,Grant County,AR,5053,H1,TRASKWOOD,
72128,Grant County,AR,5053,H1,POYEN,
72132,Grant County,AR,5053,H1,REDFIELD,
71603,Grant County,AR,5053,H1,PINE BLUFF,
72079,Grant County,AR,5053,H1,JEFFERSON,
72443,Greene County,AR,5055,H1,MARMADUKE,
72416,Greene County,AR,5055,H1,BONO,
72451,Greene County,AR,5055,H1,PARAGOULD,
72401,Greene County,AR,5055,H1,JONESBORO,
72461,Greene County,AR,5055,H1,RECTOR,
72453,Greene County,AR,5055,H1,PEACH ORCHARD,
72450,Greene County,AR,5055,H1,PARAGOULD,
72436,Greene County,AR,5055,H1,MARMADUKE,
72417,Greene County,AR,5055,H1,BROOKLAND,
72474,Greene County,AR,5055,H1,WALCOTT,
72412,Greene County,AR,5055,H1,BEECH GROVE,
72425,Greene County,AR,5055,H1,DELAPLAINE,
71801,Hempstead County,AR,5057,H1,HOPE,
71862,Hempstead County,AR,5057,H1,WASHINGTON,
71838,Hempstead County,AR,5057,H1,FULTON,
71852,Hempstead County,AR,5057,H1,NASHVILLE,
71859,Hempstead County,AR,5057,H1,SARATOGA,
71835,Hempstead County,AR,5057,H1,EMMET,
71831,Hempstead County,AR,5057,H1,COLUMBUS,
71822,Hempstead County,AR,5057,H1,ASHDOWN,
71825,Hempstead County,AR,5057,H1,BLEVINS,
71855,Hempstead County,AR,5057,H1,NASHVILLE,
71847,Hempstead County,AR,5057,H1,BLEVINS,
71857,Hempstead County,AR,5057,H1,PRESCOTT,
71929,Hot Spring County,AR,5059,H1,BISMARCK,
71941,Hot Spring County,AR,5059,H1,DONALDSON,
72167,Hot Spring County,AR,5059,H1,TRASKWOOD,
71901,Hot Spring County,AR,5059,H1,HOT SPRINGS NATIONAL PARK,
71942,Hot Spring County,AR,5059,H1,FRIENDSHIP,
72104,Hot Spring County,AR,5059,H1,MALVERN,
71923,Hot Spring County,AR,5059,H1,ARKADELPHIA,
71913,Hot Spring County,AR,5059,H1,HOT SPRINGS NATIONAL PARK,
72128,Hot Spring County,AR,5059,H1,POYEN,
71943,Hot Spring County,AR,5059,H1,GLENWOOD,
72084,Hot Spring County,AR,5059,H1,LEOLA,
71921,Hot Spring County,AR,5059,H1,AMITY,
71933,Hot Spring County,AR,5059,H1,BONNERDALE,
71964,Hot Spring County,AR,5059,H1,PEARCY,
71971,Howard County,AR,5061,H1,UMPIRE,
71852,Howard County,AR,5061,H1,NASHVILLE,
71841,Howard County,AR,5061,H1,GILLHAM,
71831,Howard County,AR,5061,H1,COLUMBUS,
71859,Howard County,AR,5061,H1,SARATOGA,
71959,Howard County,AR,5061,H1,NEWHOPE,
71851,Howard County,AR,5061,H1,MINERAL SPRINGS,
71833,Howard County,AR,5061,H1,DIERKS,
71973,Howard County,AR,5061,H1,WICKES,
72521,Independence County,AR,5063,H1,CAVE CITY,
72527,Independence County,AR,5063,H1,DESHA,
72572,Independence County,AR,5063,H1,SAFFELL,
72524,Independence County,AR,5063,H1,CORD,
72020,Independence County,AR,5063,H1,BRADFORD,
72550,Independence County,AR,5063,H1,LOCUST GROVE,
72562,Independence County,AR,5063,H1,NEWARK,
72579,Independence County,AR,5063,H1,SULPHUR ROCK,
72571,Independence County,AR,5063,H1,BATESVILLE,
72522,Independence County,AR,5063,H1,SULPHUR ROCK,
72523,Independence County,AR,5063,H1,CONCORD,
72534,Independence County,AR,5063,H1,FLORAL,
72526,Independence County,AR,5063,H1,CUSHMAN,
72112,Independence County,AR,5063,H1,NEWPORT,
72568,Independence County,AR,5063,H1,PLEASANT PLAINS,
72564,Independence County,AR,5063,H1,OIL TROUGH,
72501,Independence County,AR,5063,H1,BATESVILLE,
72165,Independence County,AR,5063,H1,BRADFORD,
72081,Independence County,AR,5063,H1,JUDSONIA,
72553,Independence County,AR,5063,H1,MAGNESS,
72575,Independence County,AR,5063,H1,SALADO,
72556,Izard County,AR,5065,H1,MELBOURNE,
72573,Izard County,AR,5065,H1,SAGE,
72513,Izard County,AR,5065,H1,ASH FLAT,
72561,Izard County,AR,5065,H1,MOUNT PLEASANT,
72577,Izard County,AR,5065,H1,CAVE CITY,
72584,Izard County,AR,5065,H1,VIOLET HILL,
72565,Izard County,AR,5065,H1,OXFORD,
72528,Izard County,AR,5065,H1,DOLPH,
72532,Izard County,AR,5065,H1,EVENING SHADE,
72512,Izard County,AR,5065,H1,FRANKLIN,
72585,Izard County,AR,5065,H1,OXFORD,
72540,Izard County,AR,5065,H1,GUION,
72517,Izard County,AR,5065,H1,BROCKWELL,
72560,Izard County,AR,5065,H1,MOUNTAIN VIEW,
72519,Izard County,AR,5065,H1,CALICO ROCK,
72587,Izard County,AR,5065,H1,WISEMAN,
72566,Izard County,AR,5065,H1,CALICO ROCK,
72536,Izard County,AR,5065,H1,FRANKLIN,
72043,Jackson County,AR,5067,H1,DIAZ,
72101,Jackson County,AR,5067,H1,MC CRORY,
72347,Jackson County,AR,5067,H1,HICKORY RIDGE,
72471,Jackson County,AR,5067,H1,SWIFTON,
72020,Jackson County,AR,5067,H1,BRADFORD,
72479,Jackson County,AR,5067,H1,WEINER,
72431,Jackson County,AR,5067,H1,GRUBBS,
72112,Jackson County,AR,5067,H1,NEWPORT,
72014,Jackson County,AR,5067,H1,BEEDEVILLE,
72075,Jackson County,AR,5067,H1,JACKSONPORT,
72005,Jackson County,AR,5067,H1,AMAGON,
72169,Jackson County,AR,5067,H1,TUPELO,
72473,Jackson County,AR,5067,H1,TUCKERMAN,
72073,Jefferson County,AR,5069,H1,HUMPHREY,
72175,Jefferson County,AR,5069,H1,WABBASEKA,
72168,Jefferson County,AR,5069,H1,TUCKER,
72072,Jefferson County,AR,5069,H1,HUMNOKE,
71665,Jefferson County,AR,5069,H1,RISON,
72132,Jefferson County,AR,5069,H1,REDFIELD,
71659,Jefferson County,AR,5069,H1,MOSCOW,
72004,Jefferson County,AR,5069,H1,ALTHEIMER,
71644,Jefferson County,AR,5069,H1,GRADY,
72079,Jefferson County,AR,5069,H1,JEFFERSON,
72160,Jefferson County,AR,5069,H1,STUTTGART,
72133,Jefferson County,AR,5069,H1,REYDELL,
72150,Jefferson County,AR,5069,H1,SHERIDAN,
71602,Jefferson County,AR,5069,H1,WHITE HALL,
71603,Jefferson County,AR,5069,H1,PINE BLUFF,
72152,Jefferson County,AR,5069,H1,SHERRILL,
72046,Jefferson County,AR,5069,H1,ENGLAND,
71601,Jefferson County,AR,5069,H1,PINE BLUFF,
72182,Jefferson County,AR,5069,H1,WRIGHT,
72839,Johnson County,AR,5071,H1,CLARKSVILLE,
72832,Johnson County,AR,5071,H1,COAL HILL,
72846,Johnson County,AR,5071,H1,LAMAR,
72840,Johnson County,AR,5071,H1,HARTMAN,
72845,Johnson County,AR,5071,H1,KNOXVILLE,
72847,Johnson County,AR,5071,H1,LONDON,
72830,Johnson County,AR,5071,H1,CLARKSVILLE,
72949,Johnson County,AR,5071,H1,OZARK,
72852,Johnson County,AR,5071,H1,OARK,
72821,Johnson County,AR,5071,H1,ALTUS,
72854,Johnson County,AR,5071,H1,OZONE,
71861,Lafayette County,AR,5073,H1,TAYLOR,
71826,Lafayette County,AR,5073,H1,BRADLEY,
71827,Lafayette County,AR,5073,H1,BUCKNER,
71845,Lafayette County,AR,5073,H1,LEWISVILLE,
71860,Lafayette County,AR,5073,H1,STAMPS,
72445,Lawrence County,AR,5075,H1,MINTURN,
72415,Lawrence County,AR,5075,H1,BLACK ROCK,
72416,Lawrence County,AR,5075,H1,BONO,
72457,Lawrence County,AR,5075,H1,PORTIA,
72440,Lawrence County,AR,5075,H1,LYNN,
72469,Lawrence County,AR,5075,H1,STRAWBERRY,
72434,Lawrence County,AR,5075,H1,BLACK ROCK,
72465,Lawrence County,AR,5075,H1,SEDGWICK,
72572,Lawrence County,AR,5075,H1,SAFFELL,
72433,Lawrence County,AR,5075,H1,HOXIE,
72410,Lawrence County,AR,5075,H1,WALNUT RIDGE,
72466,Lawrence County,AR,5075,H1,SMITHVILLE,
72458,Lawrence County,AR,5075,H1,POWHATAN,
72476,Lawrence County,AR,5075,H1,WALNUT RIDGE,
72459,Lawrence County,AR,5075,H1,RAVENDEN,
72335,Lee County,AR,5077,H1,FORREST CITY,
72341,Lee County,AR,5077,H1,HAYNES,
72360,Lee County,AR,5077,H1,MARIANNA,
72348,Lee County,AR,5077,H1,HUGHES,
72368,Lee County,AR,5077,H1,MORO,
72366,Lee County,AR,5077,H1,MARVELL,
72355,Lee County,AR,5077,H1,LEXA,
72372,Lee County,AR,5077,H1,PALESTINE,
72352,Lee County,AR,5077,H1,LA GRANGE,
72320,Lee County,AR,5077,H1,BRICKEYS,
72311,Lee County,AR,5077,H1,AUBREY,
71675,Lincoln County,AR,5079,H1,WILMAR,
71603,Lincoln County,AR,5079,H1,PINE BLUFF,
71643,Lincoln County,AR,5079,H1,GOULD,
71678,Lincoln County,AR,5079,H1,YORKTOWN,
71667,Lincoln County,AR,5079,H1,STAR CITY,
71655,Lincoln County,AR,5079,H1,MONTICELLO,
71644,Lincoln County,AR,5079,H1,GRADY,
71639,Lincoln County,AR,5079,H1,DUMAS,
71601,Lincoln County,AR,5079,H1,PINE BLUFF,
71865,Little River County,AR,5081,H1,WILTON,
71853,Little River County,AR,5081,H1,ASHDOWN,
71822,Little River County,AR,5081,H1,ASHDOWN,
71836,Little River County,AR,5081,H1,FOREMAN,
71820,Little River County,AR,5081,H1,ALLEENE,
71866,Little River County,AR,5081,H1,WINTHROP,
72855,Logan County,AR,5083,H1,PARIS,
72834,Logan County,AR,5083,H1,DARDANELLE,
72933,Logan County,AR,5083,H1,CHARLESTON,
72958,Logan County,AR,5083,H1,WALDRON,
72863,Logan County,AR,5083,H1,SCRANTON,
72826,Logan County,AR,5083,H1,BLUE MOUNTAIN,
72949,Logan County,AR,5083,H1,OZARK,
72842,Logan County,AR,5083,H1,HAVANA,
72951,Logan County,AR,5083,H1,RATCLIFF,
72851,Logan County,AR,5083,H1,NEW BLAINE,
72927,Logan County,AR,5083,H1,BOONEVILLE,
72835,Logan County,AR,5083,H1,DELAWARE,
72943,Logan County,AR,5083,H1,MAGAZINE,
72865,Logan County,AR,5083,H1,SUBIACO,
72083,Lonoke County,AR,5085,H1,KEO,
72176,Lonoke County,AR,5085,H1,WARD,
72023,Lonoke County,AR,5085,H1,CABOT,
72024,Lonoke County,AR,5085,H1,CARLISLE,
72076,Lonoke County,AR,5085,H1,JACKSONVILLE,
72086,Lonoke County,AR,5085,H1,LONOKE,
72160,Lonoke County,AR,5085,H1,STUTTGART,
72046,Lonoke County,AR,5085,H1,ENGLAND,
72037,Lonoke County,AR,5085,H1,COY,
72007,Lonoke County,AR,5085,H1,AUSTIN,
72142,Lonoke County,AR,5085,H1,SCOTT,
72072,Lonoke County,AR,5085,H1,HUMNOKE,
72173,Lonoke County,AR,5085,H1,VILONIA,
72756,Madison County,AR,5087,H1,ROGERS,
72632,Madison County,AR,5087,H1,EUREKA SPRINGS,
72727,Madison County,AR,5087,H1,ELKINS,
72721,Madison County,AR,5087,H1,COMBS,
72760,Madison County,AR,5087,H1,ELKINS,
72959,Madison County,AR,5087,H1,WINSLOW,
72740,Madison County,AR,5087,H1,HUNTSVILLE,
72752,Madison County,AR,5087,H1,PETTIGREW,
72773,Madison County,AR,5087,H1,ELKINS,
72776,Madison County,AR,5087,H1,WITTER,
72738,Madison County,AR,5087,H1,HINDSVILLE,
72742,Madison County,AR,5087,H1,KINGSTON,
72703,Madison County,AR,5087,H1,FAYETTEVILLE,
72601,Marion County,AR,5089,H1,HARRISON,
72677,Marion County,AR,5089,H1,SUMMIT,
72634,Marion County,AR,5089,H1,FLIPPIN,
72619,Marion County,AR,5089,H1,BULL SHOALS,
72633,Marion County,AR,5089,H1,EVERTON,
72675,Marion County,AR,5089,H1,SAINT JOE,
72672,Marion County,AR,5089,H1,PYATT,
72687,Marion County,AR,5089,H1,YELLVILLE,
72653,Marion County,AR,5089,H1,MOUNTAIN HOME,
72661,Marion County,AR,5089,H1,OAKLAND,
72668,Marion County,AR,5089,H1,PEEL,
72682,Marion County,AR,5089,H1,VALLEY SPRINGS,
72644,Marion County,AR,5089,H1,LEAD HILL,
71837,Miller County,AR,5091,H1,FOUKE,
71839,Miller County,AR,5091,H1,GARLAND CITY,
71840,Miller County,AR,5091,H1,GENOA,
71834,Miller County,AR,5091,H1,DODDRIDGE,
71854,Miller County,AR,5091,H1,TEXARKANA,
72313,Mississippi County,AR,5093,H1,BASSETT,
72350,Mississippi County,AR,5093,H1,JOINER,
72351,Mississippi County,AR,5093,H1,KEISER,
72338,Mississippi County,AR,5093,H1,FRENCHMANS BAYOU,
72386,Mississippi County,AR,5093,H1,TYRONZA,
72310,Mississippi County,AR,5093,H1,ARMOREL,
72395,Mississippi County,AR,5093,H1,WILSON,
72442,Mississippi County,AR,5093,H1,MANILA,
72391,Mississippi County,AR,5093,H1,WEST RIDGE,
72358,Mississippi County,AR,5093,H1,LUXORA,
72370,Mississippi County,AR,5093,H1,OSCEOLA,
72438,Mississippi County,AR,5093,H1,LEACHVILLE,
72315,Mississippi County,AR,5093,H1,BLYTHEVILLE,
72330,Mississippi County,AR,5093,H1,DYESS,
72428,Mississippi County,AR,5093,H1,ETOWAH,
72419,Mississippi County,AR,5093,H1,CARAWAY,
72316,Mississippi County,AR,5093,H1,BLYTHEVILLE,
72329,Mississippi County,AR,5093,H1,#N/A,
72426,Mississippi County,AR,5093,H1,DELL,
72321,Mississippi County,AR,5093,H1,BURDETTE,
72354,Mississippi County,AR,5093,H1,LEPANTO,
72108,Monroe County,AR,5095,H1,MONROE,
72134,Monroe County,AR,5095,H1,ROE,
72366,Monroe County,AR,5095,H1,MARVELL,
72029,Monroe County,AR,5095,H1,CLARENDON,
72036,Monroe County,AR,5095,H1,COTTON PLANT,
72368,Monroe County,AR,5095,H1,MORO,
72021,Monroe County,AR,5095,H1,BRINKLEY,
72069,Monroe County,AR,5095,H1,HOLLY GROVE,
72392,Monroe County,AR,5095,H1,WHEATLEY,
71943,Montgomery County,AR,5097,H1,GLENWOOD,
71970,Montgomery County,AR,5097,H1,STORY,
71935,Montgomery County,AR,5097,H1,CADDO GAP,
71969,Montgomery County,AR,5097,H1,MOUNT IDA,
71933,Montgomery County,AR,5097,H1,BONNERDALE,
71961,Montgomery County,AR,5097,H1,ODEN,
71957,Montgomery County,AR,5097,H1,MOUNT IDA,
71965,Montgomery County,AR,5097,H1,PENCIL BLUFF,
71960,Montgomery County,AR,5097,H1,NORMAN,
71858,Nevada County,AR,5099,H1,ROSSTON,
71860,Nevada County,AR,5099,H1,STAMPS,
71857,Nevada County,AR,5099,H1,PRESCOTT,
71835,Nevada County,AR,5099,H1,EMMET,
71864,Nevada County,AR,5099,H1,WILLISVILLE,
71722,Nevada County,AR,5099,H1,BLUFF CITY,
71828,Nevada County,AR,5099,H1,CALE,
71770,Nevada County,AR,5099,H1,WALDO,
71827,Nevada County,AR,5099,H1,BUCKNER,
71764,Nevada County,AR,5099,H1,STEPHENS,
72641,Newton County,AR,5101,H1,JASPER,
72655,Newton County,AR,5101,H1,JASPER,
72638,Newton County,AR,5101,H1,GREEN FOREST,
72685,Newton County,AR,5101,H1,WESTERN GROVE,
72670,Newton County,AR,5101,H1,PONCA,
72624,Newton County,AR,5101,H1,COMPTON,
72648,Newton County,AR,5101,H1,MARBLE FALLS,
72601,Newton County,AR,5101,H1,HARRISON,
72640,Newton County,AR,5101,H1,HASTY,
72683,Newton County,AR,5101,H1,JASPER,
72742,Newton County,AR,5101,H1,KINGSTON,
72628,Newton County,AR,5101,H1,DEER,
72666,Newton County,AR,5101,H1,PARTHENON,
71701,Ouachita County,AR,5103,H1,CAMDEN,
71764,Ouachita County,AR,5103,H1,STEPHENS,
71726,Ouachita County,AR,5103,H1,CHIDESTER,
71751,Ouachita County,AR,5103,H1,LOUANN,
71762,Ouachita County,AR,5103,H1,SMACKOVER,
71763,Ouachita County,AR,5103,H1,SPARKMAN,
71857,Ouachita County,AR,5103,H1,PRESCOTT,
71720,Ouachita County,AR,5103,H1,BEARDEN,
72125,Perry County,AR,5105,H1,PERRY,
72016,Perry County,AR,5105,H1,CONWAY,
72001,Perry County,AR,5105,H1,ADONA,
72857,Perry County,AR,5105,H1,PLAINVIEW,
72070,Perry County,AR,5105,H1,HOUSTON,
72025,Perry County,AR,5105,H1,CASA,
72034,Perry County,AR,5105,H1,CONWAY,
72126,Perry County,AR,5105,H1,PERRYVILLE,
72135,Perry County,AR,5105,H1,ROLAND,
72853,Perry County,AR,5105,H1,OLA,
72374,Phillips County,AR,5107,H1,POPLAR GROVE,
72328,Phillips County,AR,5107,H1,CRUMROD,
72369,Phillips County,AR,5107,H1,ONEIDA,
72333,Phillips County,AR,5107,H1,ELAINE,
72366,Phillips County,AR,5107,H1,MARVELL,
72355,Phillips County,AR,5107,H1,LEXA,
72069,Phillips County,AR,5107,H1,HOLLY GROVE,
72383,Phillips County,AR,5107,H1,TURNER,
72367,Phillips County,AR,5107,H1,MELLWOOD,
72353,Phillips County,AR,5107,H1,LAMBROOK,
72312,Phillips County,AR,5107,H1,BARTON,
72390,Phillips County,AR,5107,H1,WEST HELENA,
72389,Phillips County,AR,5107,H1,WABASH,
72342,Phillips County,AR,5107,H1,HELENA,
71921,Pike County,AR,5109,H1,AMITY,
71922,Pike County,AR,5109,H1,ANTOINE,
71943,Pike County,AR,5109,H1,GLENWOOD,
71958,Pike County,AR,5109,H1,MURFREESBORO,
71959,Pike County,AR,5109,H1,NEWHOPE,
71940,Pike County,AR,5109,H1,DELIGHT,
71852,Pike County,AR,5109,H1,NASHVILLE,
71950,Pike County,AR,5109,H1,KIRBY,
71952,Pike County,AR,5109,H1,LANGLEY,
71971,Pike County,AR,5109,H1,UMPIRE,
71935,Pike County,AR,5109,H1,CADDO GAP,
72377,Poinsett County,AR,5111,H1,LEPANTO,
72429,Poinsett County,AR,5111,H1,FISHER,
72354,Poinsett County,AR,5111,H1,LEPANTO,
72472,Poinsett County,AR,5111,H1,TRUMANN,
72479,Poinsett County,AR,5111,H1,WEINER,
72421,Poinsett County,AR,5111,H1,CASH,
72419,Poinsett County,AR,5111,H1,CARAWAY,
72324,Poinsett County,AR,5111,H1,CHERRY VALLEY,
72432,Poinsett County,AR,5111,H1,HARRISBURG,
72475,Poinsett County,AR,5111,H1,WALDENBURG,
72386,Poinsett County,AR,5111,H1,TYRONZA,
72365,Poinsett County,AR,5111,H1,MARKED TREE,
71953,Polk County,AR,5113,H1,MENA,
71973,Polk County,AR,5113,H1,WICKES,
71944,Polk County,AR,5113,H1,GRANNIS,
71937,Polk County,AR,5113,H1,COVE,
71961,Polk County,AR,5113,H1,ODEN,
71972,Polk County,AR,5113,H1,COVE,
71932,Polk County,AR,5113,H1,BOARD CAMP,
71945,Polk County,AR,5113,H1,HATFIELD,
71841,Polk County,AR,5113,H1,GILLHAM,
72802,Pope County,AR,5115,H1,RUSSELLVILLE,
72847,Pope County,AR,5115,H1,LONDON,
72858,Pope County,AR,5115,H1,POTTSVILLE,
72679,Pope County,AR,5115,H1,TILLY,
72812,Pope County,AR,5115,H1,RUSSELLVILLE,
72843,Pope County,AR,5115,H1,HECTOR,
72686,Pope County,AR,5115,H1,MARSHALL,
72811,Pope County,AR,5115,H1,RUSSELLVILLE,
72837,Pope County,AR,5115,H1,DOVER,
72823,Pope County,AR,5115,H1,ATKINS,
72080,Pope County,AR,5115,H1,JERUSALEM,
72846,Pope County,AR,5115,H1,LAMAR,
72063,Pope County,AR,5115,H1,HATTIEVILLE,
72801,Pope County,AR,5115,H1,RUSSELLVILLE,
72856,Pope County,AR,5115,H1,DOVER,
72064,Prairie County,AR,5117,H1,HAZEN,
72040,Prairie County,AR,5117,H1,DES ARC,
72041,Prairie County,AR,5117,H1,DE VALLS BLUFF,
72066,Prairie County,AR,5117,H1,HICKORY PLAINS,
72160,Prairie County,AR,5117,H1,STUTTGART,
72024,Prairie County,AR,5117,H1,CARLISLE,
72017,Prairie County,AR,5117,H1,BISCOE,
72060,Prairie County,AR,5117,H1,GRIFFITHVILLE,
72086,Prairie County,AR,5117,H1,LONOKE,
72176,Prairie County,AR,5117,H1,WARD,
72170,Prairie County,AR,5117,H1,ULM,
72114,Pulaski County,AR,5119,H1,NORTH LITTLE ROCK,
72116,Pulaski County,AR,5119,H1,NORTH LITTLE ROCK,
72126,Pulaski County,AR,5119,H1,PERRYVILLE,
72142,Pulaski County,AR,5119,H1,SCOTT,
72203,Pulaski County,AR,5119,H1,LITTLE ROCK,
72231,Pulaski County,AR,5119,H1,LITTLE ROCK,
72207,Pulaski County,AR,5119,H1,LITTLE ROCK,
72201,Pulaski County,AR,5119,H1,LITTLE ROCK,
72202,Pulaski County,AR,5119,H1,LITTLE ROCK,
72119,Pulaski County,AR,5119,H1,NORTH LITTLE ROCK,
72132,Pulaski County,AR,5119,H1,REDFIELD,
72078,Pulaski County,AR,5119,H1,JACKSONVILLE,
72002,Pulaski County,AR,5119,H1,ALEXANDER,
72076,Pulaski County,AR,5119,H1,JACKSONVILLE,
72209,Pulaski County,AR,5119,H1,LITTLE ROCK,
72223,Pulaski County,AR,5119,H1,LITTLE ROCK,
72227,Pulaski County,AR,5119,H1,LITTLE ROCK,
72222,Pulaski County,AR,5119,H1,LITTLE ROCK,
72217,Pulaski County,AR,5119,H1,LITTLE ROCK,
72053,Pulaski County,AR,5119,H1,COLLEGE STATION,
72164,Pulaski County,AR,5119,H1,SWEET HOME,
72117,Pulaski County,AR,5119,H1,NORTH LITTLE ROCK,
72120,Pulaski County,AR,5119,H1,SHERWOOD,
72135,Pulaski County,AR,5119,H1,ROLAND,
72216,Pulaski County,AR,5119,H1,LITTLE ROCK,
72225,Pulaski County,AR,5119,H1,LITTLE ROCK,
72260,Pulaski County,AR,5119,H1,LITTLE ROCK,
72221,Pulaski County,AR,5119,H1,LITTLE ROCK,
72199,Pulaski County,AR,5119,H1,#N/A,
72118,Pulaski County,AR,5119,H1,NORTH LITTLE ROCK,
72211,Pulaski County,AR,5119,H1,LITTLE ROCK,
72016,Pulaski County,AR,5119,H1,CONWAY,
72099,Pulaski County,AR,5119,H1,#N/A,
