ZIP,COUNTYNAME,STATE,STCOUNTYFP,CLASSFP,CITY_NAME,
36003,Autauga County,AL,1001,H1,AUTAUGAVILLE,
36006,Autauga County,AL,1001,H1,BILLINGSLEY,
36067,Autauga County,AL,1001,H1,PRATTVILLE,
36066,Autauga County,AL,1001,H1,PRATTVILLE,
36703,Autauga County,AL,1001,H1,SELMA,
36701,Autauga County,AL,1001,H1,SELMA,
36091,Autauga County,AL,1001,H1,DEATSVILLE,
36051,Autauga County,AL,1001,H1,DEATSVILLE,
36068,Autauga County,AL,1001,H1,PRATTVILLE,
36008,Autauga County,AL,1001,H1,PRATTVILLE,
36022,Autauga County,AL,1001,H1,DEATSVILLE,
36749,Autauga County,AL,1001,H1,JONES,
36758,Autauga County,AL,1001,H1,PLANTERSVILLE,
36550,Baldwin County,AL,1003,H1,LITTLE RIVER,
36551,Baldwin County,AL,1003,H1,LOXLEY,
36527,Baldwin County,AL,1003,H1,DAPHNE,
36577,Baldwin County,AL,1003,H1,DAPHNE,
36559,Baldwin County,AL,1003,H1,MONTROSE,
36536,Baldwin County,AL,1003,H1,FOLEY,
36576,Baldwin County,AL,1003,H1,SILVERHILL,
36579,Baldwin County,AL,1003,H1,BAY MINETTE,
36502,Baldwin County,AL,1003,H1,ATMORE,
36578,Baldwin County,AL,1003,H1,BAY MINETTE,
36533,Baldwin County,AL,1003,H1,FAIRHOPE,
36564,Baldwin County,AL,1003,H1,POINT CLEAR,
36561,Baldwin County,AL,1003,H1,ORANGE BEACH,
36580,Baldwin County,AL,1003,H1,SUMMERDALE,
36535,Baldwin County,AL,1003,H1,FOLEY,
36547,Baldwin County,AL,1003,H1,GULF SHORES,
36549,Baldwin County,AL,1003,H1,LILLIAN,
36530,Baldwin County,AL,1003,H1,ELBERTA,
36562,Baldwin County,AL,1003,H1,PERDIDO,
36532,Baldwin County,AL,1003,H1,FAIRHOPE,
36526,Baldwin County,AL,1003,H1,DAPHNE,
36555,Baldwin County,AL,1003,H1,MAGNOLIA SPRINGS,
36511,Baldwin County,AL,1003,H1,BON SECOUR,
36567,Baldwin County,AL,1003,H1,ROBERTSDALE,
36574,Baldwin County,AL,1003,H1,ROBERTSDALE,
36480,Baldwin County,AL,1003,H1,URIAH,
36507,Baldwin County,AL,1003,H1,BAY MINETTE,
36542,Baldwin County,AL,1003,H1,GULF SHORES,
36017,Barbour County,AL,1005,H1,CLIO,
36016,Barbour County,AL,1005,H1,CLAYTON,
36311,Barbour County,AL,1005,H1,ARITON,
36374,Barbour County,AL,1005,H1,OZARK,
36048,Barbour County,AL,1005,H1,LOUISVILLE,
36053,Barbour County,AL,1005,H1,MIDWAY,
36317,Barbour County,AL,1005,H1,ABBEVILLE,
36027,Barbour County,AL,1005,H1,EUFAULA,
36072,Barbour County,AL,1005,H1,EUFAULA,
35035,Bibb County,AL,1007,H1,BRIERFIELD,
35034,Bibb County,AL,1007,H1,BRENT,
36750,Bibb County,AL,1007,H1,MAPLESVILLE,
35115,Bibb County,AL,1007,H1,MONTEVALLO,
35188,Bibb County,AL,1007,H1,WOODSTOCK,
36793,Bibb County,AL,1007,H1,MAPLESVILLE,
35074,Bibb County,AL,1007,H1,GREEN POND,
35042,Bibb County,AL,1007,H1,CENTREVILLE,
35111,Bibb County,AL,1007,H1,MC CALLA,
35184,Bibb County,AL,1007,H1,WEST BLOCTON,
36792,Bibb County,AL,1007,H1,RANDOLPH,
35456,Bibb County,AL,1007,H1,DUNCANVILLE,
35031,Blount County,AL,1009,H1,BLOUNTSVILLE,
35121,Blount County,AL,1009,H1,ONEONTA,
35063,Blount County,AL,1009,H1,EMPIRE,
35016,Blount County,AL,1009,H1,ARAB,
35079,Blount County,AL,1009,H1,HAYDEN,
35097,Blount County,AL,1009,H1,LOCUST FORK,
35133,Blount County,AL,1009,H1,PINSON,
35957,Blount County,AL,1009,H1,BOAZ,
35126,Blount County,AL,1009,H1,PINSON,
35049,Blount County,AL,1009,H1,CLEVELAND,
35172,Blount County,AL,1009,H1,WARRIOR,
35952,Blount County,AL,1009,H1,ALTOONA,
35180,Blount County,AL,1009,H1,WARRIOR,
35146,Blount County,AL,1009,H1,SPRINGVILLE,
35976,Blount County,AL,1009,H1,GUNTERSVILLE,
35980,Blount County,AL,1009,H1,HORTON,
35013,Blount County,AL,1009,H1,ALLGOOD,
36830,Bullock County,AL,1011,H1,AUBURN,
36031,Bullock County,AL,1011,H1,FORT DAVIS,
36089,Bullock County,AL,1011,H1,UNION SPRINGS,
36029,Bullock County,AL,1011,H1,FITZPATRICK,
36081,Bullock County,AL,1011,H1,TROY,
36860,Bullock County,AL,1011,H1,HURTSBORO,
36053,Bullock County,AL,1011,H1,MIDWAY,
36005,Bullock County,AL,1011,H1,BANKS,
36052,Bullock County,AL,1011,H1,PIKE ROAD,
36037,Butler County,AL,1013,H1,GREENVILLE,
36033,Butler County,AL,1013,H1,GEORGIANA,
36032,Butler County,AL,1013,H1,FORT DEPOSIT,
36456,Butler County,AL,1013,H1,MC KENZIE,
36474,Butler County,AL,1013,H1,RED LEVEL,
36030,Butler County,AL,1013,H1,FOREST HOME,
36042,Butler County,AL,1013,H1,GREENVILLE,
36071,Butler County,AL,1013,H1,LUVERNE,
36015,Butler County,AL,1013,H1,CHAPMAN,
36206,Calhoun County,AL,1015,H1,ANNISTON,
36204,Calhoun County,AL,1015,H1,ANNISTON,
35096,Calhoun County,AL,1015,H1,LINCOLN,
36279,Calhoun County,AL,1015,H1,OHATCHEE,
36205,Calhoun County,AL,1015,H1,ANNISTON,
36260,Calhoun County,AL,1015,H1,EASTABOGA,
36271,Calhoun County,AL,1015,H1,OHATCHEE,
36272,Calhoun County,AL,1015,H1,PIEDMONT,
36201,Calhoun County,AL,1015,H1,ANNISTON,
36203,Calhoun County,AL,1015,H1,ANNISTON,
36207,Calhoun County,AL,1015,H1,ANNISTON,
36265,Calhoun County,AL,1015,H1,JACKSONVILLE,
36202,Calhoun County,AL,1015,H1,ANNISTON,
36257,Calhoun County,AL,1015,H1,DE ARMANVILLE,
36253,Calhoun County,AL,1015,H1,BYNUM,
36254,Calhoun County,AL,1015,H1,CHOCCOLOCCO,
35905,Calhoun County,AL,1015,H1,GADSDEN,
36250,Calhoun County,AL,1015,H1,ALEXANDRIA,
36277,Calhoun County,AL,1015,H1,WEAVER,
36852,Chambers County,AL,1017,H1,CUSSETA,
36855,Chambers County,AL,1017,H1,FIVE POINTS,
36879,Chambers County,AL,1017,H1,AUBURN,
36274,Chambers County,AL,1017,H1,ROANOKE,
36862,Chambers County,AL,1017,H1,LAFAYETTE,
36863,Chambers County,AL,1017,H1,LANETT,
36801,Chambers County,AL,1017,H1,OPELIKA,
36854,Chambers County,AL,1017,H1,VALLEY,
36276,Chambers County,AL,1017,H1,WADLEY,
36850,Chambers County,AL,1017,H1,CAMP HILL,
35973,Cherokee County,AL,1019,H1,CEDAR BLUFF,
35959,Cherokee County,AL,1019,H1,CEDAR BLUFF,
35901,Cherokee County,AL,1019,H1,GADSDEN,
35984,Cherokee County,AL,1019,H1,MENTONE,
36272,Cherokee County,AL,1019,H1,PIEDMONT,
35967,Cherokee County,AL,1019,H1,FORT PAYNE,
35961,Cherokee County,AL,1019,H1,COLLINSVILLE,
35903,Cherokee County,AL,1019,H1,GADSDEN,
36275,Cherokee County,AL,1019,H1,SPRING GARDEN,
35960,Cherokee County,AL,1019,H1,CENTRE,
35983,Cherokee County,AL,1019,H1,LEESBURG,
36006,Chilton County,AL,1021,H1,BILLINGSLEY,
35115,Chilton County,AL,1021,H1,MONTEVALLO,
35040,Chilton County,AL,1021,H1,CALERA,
36790,Chilton County,AL,1021,H1,STANTON,
36758,Chilton County,AL,1021,H1,PLANTERSVILLE,
36793,Chilton County,AL,1021,H1,MAPLESVILLE,
36750,Chilton County,AL,1021,H1,MAPLESVILLE,
36051,Chilton County,AL,1021,H1,DEATSVILLE,
35046,Chilton County,AL,1021,H1,CLANTON,
35045,Chilton County,AL,1021,H1,CLANTON,
35171,Chilton County,AL,1021,H1,THORSBY,
36792,Chilton County,AL,1021,H1,RANDOLPH,
35085,Chilton County,AL,1021,H1,JEMISON,
36091,Chilton County,AL,1021,H1,DEATSVILLE,
36908,Choctaw County,AL,1023,H1,GILBERTOWN,
36913,Choctaw County,AL,1023,H1,GILBERTOWN,
36919,Choctaw County,AL,1023,H1,SILAS,
36921,Choctaw County,AL,1023,H1,TOXEY,
36904,Choctaw County,AL,1023,H1,BUTLER,
36912,Choctaw County,AL,1023,H1,LISMAN,
36910,Choctaw County,AL,1023,H1,JACHIN,
36916,Choctaw County,AL,1023,H1,PENNINGTON,
36922,Choctaw County,AL,1023,H1,WARD,
36558,Choctaw County,AL,1023,H1,MILLRY,
36915,Choctaw County,AL,1023,H1,BUTLER,
36436,Clarke County,AL,1025,H1,FULTON,
36751,Clarke County,AL,1025,H1,LOWER PEACH TREE,
36446,Clarke County,AL,1025,H1,FULTON,
36524,Clarke County,AL,1025,H1,COFFEEVILLE,
36784,Clarke County,AL,1025,H1,THOMASVILLE,
36451,Clarke County,AL,1025,H1,GROVE HILL,
36540,Clarke County,AL,1025,H1,GAINESTOWN,
36482,Clarke County,AL,1025,H1,GROVE HILL,
36727,Clarke County,AL,1025,H1,THOMASVILLE,
36782,Clarke County,AL,1025,H1,SWEET WATER,
36545,Clarke County,AL,1025,H1,JACKSON,
36251,Clay County,AL,1027,H1,ASHLAND,
36267,Clay County,AL,1027,H1,ASHLAND,
35082,Clay County,AL,1027,H1,SYLACAUGA,
35160,Clay County,AL,1027,H1,TALLADEGA,
35072,Clay County,AL,1027,H1,GOODWATER,
35089,Clay County,AL,1027,H1,ALEXANDER CITY,
36266,Clay County,AL,1027,H1,LINEVILLE,
36255,Clay County,AL,1027,H1,CRAGFORD,
36256,Clay County,AL,1027,H1,DAVISTON,
36258,Clay County,AL,1027,H1,DELTA,
36276,Clay County,AL,1027,H1,WADLEY,
36268,Clay County,AL,1027,H1,MUNFORD,
36273,Cleburne County,AL,1029,H1,RANBURNE,
36269,Cleburne County,AL,1029,H1,MUSCADINE,
36207,Cleburne County,AL,1029,H1,ANNISTON,
36268,Cleburne County,AL,1029,H1,MUNFORD,
36258,Cleburne County,AL,1029,H1,DELTA,
36262,Cleburne County,AL,1029,H1,FRUITHURST,
36261,Cleburne County,AL,1029,H1,HEFLIN,
36264,Cleburne County,AL,1029,H1,HEFLIN,
36272,Cleburne County,AL,1029,H1,PIEDMONT,
36322,Coffee County,AL,1031,H1,DALEVILLE,
36453,Coffee County,AL,1031,H1,KINSTON,
36079,Coffee County,AL,1031,H1,TROY,
36351,Coffee County,AL,1031,H1,NEW BROCKTON,
36477,Coffee County,AL,1031,H1,SAMSON,
36346,Coffee County,AL,1031,H1,JACK,
36311,Coffee County,AL,1031,H1,ARITON,
36010,Coffee County,AL,1031,H1,BRUNDIDGE,
36318,Coffee County,AL,1031,H1,COFFEE SPRINGS,
36034,Coffee County,AL,1031,H1,GLENWOOD,
36316,Coffee County,AL,1031,H1,CHANCELLOR,
36009,Coffee County,AL,1031,H1,BRANTLEY,
36330,Coffee County,AL,1031,H1,ENTERPRISE,
36323,Coffee County,AL,1031,H1,ELBA,
36467,Coffee County,AL,1031,H1,OPP,
36360,Coffee County,AL,1031,H1,OZARK,
35616,Colbert County,AL,1033,H1,CHEROKEE,
35654,Colbert County,AL,1033,H1,RUSSELLVILLE,
35646,Colbert County,AL,1033,H1,LEIGHTON,
35653,Colbert County,AL,1033,H1,RUSSELLVILLE,
35582,Colbert County,AL,1033,H1,RED BAY,
35674,Colbert County,AL,1033,H1,TUSCUMBIA,
35661,Colbert County,AL,1033,H1,MUSCLE SHOALS,
35672,Colbert County,AL,1033,H1,TOWN CREEK,
35660,Colbert County,AL,1033,H1,SHEFFIELD,
36471,Conecuh County,AL,1035,H1,PETERMAN,
36330,Conecuh County,AL,1035,H1,ENTERPRISE,
36426,Conecuh County,AL,1035,H1,BREWTON,
36454,Conecuh County,AL,1035,H1,REPTON,
36460,Conecuh County,AL,1035,H1,MONROEVILLE,
36401,Conecuh County,AL,1035,H1,EVERGREEN,
36442,Conecuh County,AL,1035,H1,FLORALA,
36473,Conecuh County,AL,1035,H1,REPTON,
36502,Conecuh County,AL,1035,H1,ATMORE,
36475,Conecuh County,AL,1035,H1,REPTON,
36456,Conecuh County,AL,1035,H1,MC KENZIE,
36432,Conecuh County,AL,1035,H1,CASTLEBERRY,
36474,Conecuh County,AL,1035,H1,RED LEVEL,
36421,Conecuh County,AL,1035,H1,ANDALUSIA,
36033,Conecuh County,AL,1035,H1,GEORGIANA,
35151,Coosa County,AL,1037,H1,SYLACAUGA,
35150,Coosa County,AL,1037,H1,SYLACAUGA,
36026,Coosa County,AL,1037,H1,EQUALITY,
36080,Coosa County,AL,1037,H1,TITUS,
35046,Coosa County,AL,1037,H1,CLANTON,
35089,Coosa County,AL,1037,H1,ALEXANDER CITY,
35136,Coosa County,AL,1037,H1,ROCKFORD,
35072,Coosa County,AL,1037,H1,GOODWATER,
35010,Coosa County,AL,1037,H1,ALEXANDER CITY,
35183,Coosa County,AL,1037,H1,WEOGUFKA,
36420,Covington County,AL,1039,H1,ANDALUSIA,
36421,Covington County,AL,1039,H1,ANDALUSIA,
36453,Covington County,AL,1039,H1,KINSTON,
36483,Covington County,AL,1039,H1,WING,
36455,Covington County,AL,1039,H1,LOCKHART,
36476,Covington County,AL,1039,H1,RIVER FALLS,
36467,Covington County,AL,1039,H1,OPP,
36474,Covington County,AL,1039,H1,RED LEVEL,
36038,Covington County,AL,1039,H1,GANTT,
36401,Covington County,AL,1039,H1,EVERGREEN,
36028,Covington County,AL,1039,H1,DOZIER,
36477,Covington County,AL,1039,H1,SAMSON,
36442,Covington County,AL,1039,H1,FLORALA,
36456,Covington County,AL,1039,H1,MC KENZIE,
36037,Crenshaw County,AL,1041,H1,GREENVILLE,
36035,Crenshaw County,AL,1041,H1,GOSHEN,
36009,Crenshaw County,AL,1041,H1,BRANTLEY,
36071,Crenshaw County,AL,1041,H1,LUVERNE,
36049,Crenshaw County,AL,1041,H1,LUVERNE,
36028,Crenshaw County,AL,1041,H1,DOZIER,
36036,Crenshaw County,AL,1041,H1,GRADY,
36041,Crenshaw County,AL,1041,H1,HIGHLAND HOME,
36034,Crenshaw County,AL,1041,H1,GLENWOOD,
36046,Crenshaw County,AL,1041,H1,LAPINE,
36042,Crenshaw County,AL,1041,H1,GREENVILLE,
36467,Crenshaw County,AL,1041,H1,OPP,
36323,Crenshaw County,AL,1041,H1,ELBA,
35057,Cullman County,AL,1043,H1,CULLMAN,
35087,Cullman County,AL,1043,H1,JOPPA,
35033,Cullman County,AL,1043,H1,BREMEN,
35058,Cullman County,AL,1043,H1,CULLMAN,
35056,Cullman County,AL,1043,H1,CULLMAN,
35179,Cullman County,AL,1043,H1,VINEMONT,
35622,Cullman County,AL,1043,H1,FALKVILLE,
35053,Cullman County,AL,1043,H1,CRANE HILL,
35098,Cullman County,AL,1043,H1,CRANE HILL,
35619,Cullman County,AL,1043,H1,DANVILLE,
35541,Cullman County,AL,1043,H1,ARLEY,
35670,Cullman County,AL,1043,H1,SOMERVILLE,
35077,Cullman County,AL,1043,H1,HANCEVILLE,
35016,Cullman County,AL,1043,H1,ARAB,
35621,Cullman County,AL,1043,H1,EVA,
35540,Cullman County,AL,1043,H1,ADDISON,
35976,Cullman County,AL,1043,H1,GUNTERSVILLE,
35083,Cullman County,AL,1043,H1,HOLLY POND,
35070,Cullman County,AL,1043,H1,GARDEN CITY,
35019,Cullman County,AL,1043,H1,BAILEYTON,
35055,Cullman County,AL,1043,H1,CULLMAN,
36322,Dale County,AL,1045,H1,DALEVILLE,
36303,Dale County,AL,1045,H1,DOTHAN,
36353,Dale County,AL,1045,H1,HEADLAND,
36345,Dale County,AL,1045,H1,HEADLAND,
36374,Dale County,AL,1045,H1,OZARK,
36360,Dale County,AL,1045,H1,OZARK,
36317,Dale County,AL,1045,H1,ABBEVILLE,
36371,Dale County,AL,1045,H1,PINCKARD,
36350,Dale County,AL,1045,H1,MIDLAND CITY,
36362,Dale County,AL,1045,H1,DALEVILLE,
36311,Dale County,AL,1045,H1,ARITON,
36330,Dale County,AL,1045,H1,ENTERPRISE,
36361,Dale County,AL,1045,H1,OZARK,
36352,Dale County,AL,1045,H1,NEWTON,
36761,Dallas County,AL,1047,H1,MINTER,
36767,Dallas County,AL,1047,H1,ORRVILLE,
36701,Dallas County,AL,1047,H1,SELMA,
36773,Dallas County,AL,1047,H1,SAFFORD,
36758,Dallas County,AL,1047,H1,PLANTERSVILLE,
36785,Dallas County,AL,1047,H1,TYLER,
36759,Dallas County,AL,1047,H1,MARION JUNCTION,
36749,Dallas County,AL,1047,H1,JONES,
36703,Dallas County,AL,1047,H1,SELMA,
36775,Dallas County,AL,1047,H1,SARDIS,
35962,DeKalb County,AL,1049,H1,CROSSVILLE,
35968,DeKalb County,AL,1049,H1,FORT PAYNE,
35765,DeKalb County,AL,1049,H1,PISGAH,
35984,DeKalb County,AL,1049,H1,MENTONE,
35986,DeKalb County,AL,1049,H1,RAINSVILLE,
35983,DeKalb County,AL,1049,H1,LEESBURG,
35971,DeKalb County,AL,1049,H1,FYFFE,
35959,DeKalb County,AL,1049,H1,CEDAR BLUFF,
35956,DeKalb County,AL,1049,H1,BOAZ,
35989,DeKalb County,AL,1049,H1,VALLEY HEAD,
35988,DeKalb County,AL,1049,H1,SYLVANIA,
35771,DeKalb County,AL,1049,H1,SECTION,
35957,DeKalb County,AL,1049,H1,BOAZ,
35978,DeKalb County,AL,1049,H1,HENAGAR,
35966,DeKalb County,AL,1049,H1,FLAT ROCK,
35963,DeKalb County,AL,1049,H1,DAWSON,
35979,DeKalb County,AL,1049,H1,HIGDON,
35975,DeKalb County,AL,1049,H1,GERALDINE,
35967,DeKalb County,AL,1049,H1,FORT PAYNE,
35974,DeKalb County,AL,1049,H1,GERALDINE,
35951,DeKalb County,AL,1049,H1,ALBERTVILLE,
35981,DeKalb County,AL,1049,H1,IDER,
35961,DeKalb County,AL,1049,H1,COLLINSVILLE,
35954,DeKalb County,AL,1049,H1,ATTALLA,
35010,Elmore County,AL,1051,H1,ALEXANDER CITY,
36054,Elmore County,AL,1051,H1,MILLBROOK,
35136,Elmore County,AL,1051,H1,ROCKFORD,
36051,Elmore County,AL,1051,H1,DEATSVILLE,
36022,Elmore County,AL,1051,H1,DEATSVILLE,
36066,Elmore County,AL,1051,H1,PRATTVILLE,
36080,Elmore County,AL,1051,H1,TITUS,
36024,Elmore County,AL,1051,H1,ECLECTIC,
36026,Elmore County,AL,1051,H1,EQUALITY,
36025,Elmore County,AL,1051,H1,ELMORE,
36020,Elmore County,AL,1051,H1,COOSADA,
36067,Elmore County,AL,1051,H1,PRATTVILLE,
36093,Elmore County,AL,1051,H1,WETUMPKA,
36078,Elmore County,AL,1051,H1,TALLASSEE,
36092,Elmore County,AL,1051,H1,WETUMPKA,
36420,Escambia County,AL,1053,H1,ANDALUSIA,
36483,Escambia County,AL,1053,H1,WING,
36543,Escambia County,AL,1053,H1,ATMORE,
36441,Escambia County,AL,1053,H1,FLOMATON,
36502,Escambia County,AL,1053,H1,ATMORE,
36562,Escambia County,AL,1053,H1,PERDIDO,
36426,Escambia County,AL,1053,H1,BREWTON,
36432,Escambia County,AL,1053,H1,CASTLEBERRY,
36475,Escambia County,AL,1053,H1,REPTON,
36503,Escambia County,AL,1053,H1,#N/A,
35902,Etowah County,AL,1055,H1,GADSDEN,
35905,Etowah County,AL,1055,H1,GADSDEN,
35906,Etowah County,AL,1055,H1,GADSDEN,
35954,Etowah County,AL,1055,H1,ATTALLA,
35956,Etowah County,AL,1055,H1,BOAZ,
35957,Etowah County,AL,1055,H1,BOAZ,
35903,Etowah County,AL,1055,H1,GADSDEN,
35972,Etowah County,AL,1055,H1,GALLANT,
35952,Etowah County,AL,1055,H1,ALTOONA,
36272,Etowah County,AL,1055,H1,PIEDMONT,
35990,Etowah County,AL,1055,H1,WALNUT GROVE,
35904,Etowah County,AL,1055,H1,GADSDEN,
35901,Etowah County,AL,1055,H1,GADSDEN,
35121,Etowah County,AL,1055,H1,ONEONTA,
35907,Etowah County,AL,1055,H1,GADSDEN,
35961,Etowah County,AL,1055,H1,COLLINSVILLE,
36271,Etowah County,AL,1055,H1,OHATCHEE,
35574,Fayette County,AL,1057,H1,KENNEDY,
35594,Fayette County,AL,1057,H1,WINFIELD,
35545,Fayette County,AL,1057,H1,BELK,
35546,Fayette County,AL,1057,H1,BERRY,
35554,Fayette County,AL,1057,H1,CARBON HILL,
35555,Fayette County,AL,1057,H1,FAYETTE,
35579,Fayette County,AL,1057,H1,OAKMAN,
35549,Fayette County,AL,1057,H1,CARBON HILL,
35563,Fayette County,AL,1057,H1,GUIN,
35559,Fayette County,AL,1057,H1,GLEN ALLEN,
35542,Fayette County,AL,1057,H1,BANKSTON,
35616,Franklin County,AL,1059,H1,CHEROKEE,
35654,Franklin County,AL,1059,H1,RUSSELLVILLE,
35593,Franklin County,AL,1059,H1,RED BAY,
35585,Franklin County,AL,1059,H1,SPRUCE PINE,
35582,Franklin County,AL,1059,H1,RED BAY,
35571,Franklin County,AL,1059,H1,HACKLEBURG,
35565,Franklin County,AL,1059,H1,HALEYVILLE,
35581,Franklin County,AL,1059,H1,PHIL CAMPBELL,
35653,Franklin County,AL,1059,H1,RUSSELLVILLE,
35674,Franklin County,AL,1059,H1,TUSCUMBIA,
35564,Franklin County,AL,1059,H1,HACKLEBURG,
36344,Geneva County,AL,1061,H1,HARTFORD,
36313,Geneva County,AL,1061,H1,BELLWOOD,
36453,Geneva County,AL,1061,H1,KINSTON,
36375,Geneva County,AL,1061,H1,SLOCOMB,
36318,Geneva County,AL,1061,H1,COFFEE SPRINGS,
36322,Geneva County,AL,1061,H1,DALEVILLE,
36477,Geneva County,AL,1061,H1,SAMSON,
36340,Geneva County,AL,1061,H1,GENEVA,
36352,Geneva County,AL,1061,H1,NEWTON,
36316,Geneva County,AL,1061,H1,CHANCELLOR,
36301,Geneva County,AL,1061,H1,DOTHAN,
36314,Geneva County,AL,1061,H1,BLACK,
36442,Geneva County,AL,1061,H1,FLORALA,
36305,Geneva County,AL,1061,H1,DOTHAN,
36349,Geneva County,AL,1061,H1,SLOCOMB,
35462,Greene County,AL,1063,H1,EUTAW,
35491,Greene County,AL,1063,H1,WEST GREENE,
35469,Greene County,AL,1063,H1,FOSTERS,
35480,Greene County,AL,1063,H1,FOSTERS,
35443,Greene County,AL,1063,H1,BOLIGEE,
35464,Greene County,AL,1063,H1,GAINESVILLE,
36740,Greene County,AL,1063,H1,FORKLAND,
35463,Greene County,AL,1063,H1,FOSTERS,
35448,Greene County,AL,1063,H1,CLINTON,
35441,Hale County,AL,1065,H1,AKRON,
36765,Hale County,AL,1065,H1,NEWBERN,
36738,Hale County,AL,1065,H1,FAUNSDALE,
36744,Hale County,AL,1065,H1,GREENSBORO,
36786,Hale County,AL,1065,H1,UNIONTOWN,
36756,Hale County,AL,1065,H1,MARION,
35474,Hale County,AL,1065,H1,MOUNDVILLE,
36776,Hale County,AL,1065,H1,SAWYERVILLE,
36742,Hale County,AL,1065,H1,GALLION,
36303,Henry County,AL,1067,H1,DOTHAN,
36319,Henry County,AL,1067,H1,COLUMBIA,
36350,Henry County,AL,1067,H1,MIDLAND CITY,
36353,Henry County,AL,1067,H1,HEADLAND,
36345,Henry County,AL,1067,H1,HEADLAND,
36373,Henry County,AL,1067,H1,ABBEVILLE,
36310,Henry County,AL,1067,H1,ABBEVILLE,
36317,Henry County,AL,1067,H1,ABBEVILLE,
36305,Houston County,AL,1069,H1,DOTHAN,
36345,Houston County,AL,1069,H1,HEADLAND,
36321,Houston County,AL,1069,H1,COWARTS,
36301,Houston County,AL,1069,H1,DOTHAN,
36352,Houston County,AL,1069,H1,NEWTON,
36343,Houston County,AL,1069,H1,GORDON,
36319,Houston County,AL,1069,H1,COLUMBIA,
36320,Houston County,AL,1069,H1,COTTONWOOD,
36350,Houston County,AL,1069,H1,MIDLAND CITY,
36303,Houston County,AL,1069,H1,DOTHAN,
36312,Houston County,AL,1069,H1,ASHFORD,
36370,Houston County,AL,1069,H1,ASHFORD,
36302,Houston County,AL,1069,H1,DOTHAN,
36376,Houston County,AL,1069,H1,WEBB,
36375,Houston County,AL,1069,H1,SLOCOMB,
35772,Jackson County,AL,1071,H1,STEVENSON,
35744,Jackson County,AL,1071,H1,DUTTON,
35978,Jackson County,AL,1071,H1,HENAGAR,
35769,Jackson County,AL,1071,H1,SCOTTSBORO,
35748,Jackson County,AL,1071,H1,GURLEY,
35768,Jackson County,AL,1071,H1,SCOTTSBORO,
35752,Jackson County,AL,1071,H1,HOLLYWOOD,
35771,Jackson County,AL,1071,H1,SECTION,
35766,Jackson County,AL,1071,H1,PRINCETON,
35765,Jackson County,AL,1071,H1,PISGAH,
35776,Jackson County,AL,1071,H1,WOODVILLE,
35755,Jackson County,AL,1071,H1,LANGSTON,
35764,Jackson County,AL,1071,H1,PAINT ROCK,
35966,Jackson County,AL,1071,H1,FLAT ROCK,
35958,Jackson County,AL,1071,H1,BRYANT,
35746,Jackson County,AL,1071,H1,STEVENSON,
35979,Jackson County,AL,1071,H1,HIGDON,
35774,Jackson County,AL,1071,H1,GURLEY,
35740,Jackson County,AL,1071,H1,BRIDGEPORT,
35745,Jackson County,AL,1071,H1,PRINCETON,
35751,Jackson County,AL,1071,H1,#N/A,
35212,Jefferson County,AL,1073,H1,BIRMINGHAM,
35215,Jefferson County,AL,1073,H1,CENTER POINT,
35173,Jefferson County,AL,1073,H1,TRUSSVILLE,
35205,Jefferson County,AL,1073,H1,BIRMINGHAM,
35180,Jefferson County,AL,1073,H1,WARRIOR,
35232,Jefferson County,AL,1073,H1,BIRMINGHAM,
35218,Jefferson County,AL,1073,H1,BIRMINGHAM,
35444,Jefferson County,AL,1073,H1,BROOKWOOD,
35048,Jefferson County,AL,1073,H1,CLAY,
35254,Jefferson County,AL,1073,H1,#N/A,
35181,Jefferson County,AL,1073,H1,WATSON,
35079,Jefferson County,AL,1073,H1,HAYDEN,
35294,Jefferson County,AL,1073,H1,#N/A,
35133,Jefferson County,AL,1073,H1,PINSON,
35130,Jefferson County,AL,1073,H1,QUINTON,
35208,Jefferson County,AL,1073,H1,BIRMINGHAM,
35224,Jefferson County,AL,1073,H1,BIRMINGHAM,
35202,Jefferson County,AL,1073,H1,BIRMINGHAM,
35209,Jefferson County,AL,1073,H1,BIRMINGHAM,
35235,Jefferson County,AL,1073,H1,CENTER POINT,
35091,Jefferson County,AL,1073,H1,KIMBERLY,
35172,Jefferson County,AL,1073,H1,WARRIOR,
35126,Jefferson County,AL,1073,H1,PINSON,
35061,Jefferson County,AL,1073,H1,DOLOMITE,
35207,Jefferson County,AL,1073,H1,BIRMINGHAM,
35211,Jefferson County,AL,1073,H1,BIRMINGHAM,
35217,Jefferson County,AL,1073,H1,BIRMINGHAM,
35219,Jefferson County,AL,1073,H1,HOMEWOOD,
35116,Jefferson County,AL,1073,H1,GARDENDALE,
35062,Jefferson County,AL,1073,H1,DORA,
35127,Jefferson County,AL,1073,H1,PLEASANT GROVE,
35210,Jefferson County,AL,1073,H1,IRONDALE,
35214,Jefferson County,AL,1073,H1,BIRMINGHAM,
35222,Jefferson County,AL,1073,H1,BIRMINGHAM,
35006,Jefferson County,AL,1073,H1,ADGER,
35023,Jefferson County,AL,1073,H1,HUEYTOWN,
35022,Jefferson County,AL,1073,H1,BESSEMER,
35243,Jefferson County,AL,1073,H1,VESTAVIA,
35244,Jefferson County,AL,1073,H1,HOOVER,
35236,Jefferson County,AL,1073,H1,HOOVER,
35270,Jefferson County,AL,1073,H1,#N/A,
